text,label
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"https://t.co/OBiIKqoaVk Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea: Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. #ArticleBlog https://t.co/dGJ3TNaRnI""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/x5XSBUAeIS""""",no-hate
"Man United will be making a big mistake if they sack Erik Ten Hag. Erik Ten Hag has won two trophies for Man United and he is a man with family. TEN HAG MUST NOT BE SACKED. https://t.co/O9lYHkVcZi""""",no-hate
"Losing today should be the final nail in the coffin for Erik ten hag @ManUtd #mufc @INEOSGrenadiers @INEOS Sack him NOW #TENHAGOUT @lauriewhitwell @FabrizioRomano @David_Ornstein""""",hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"That s our new RWB Erik Ten Hag football """"",no-hate
"Erik Ten Hag always Complaining """"",no-hate
"@ManUtd Sack Erik ten Hag! He has overstayed his welcome """"",hate
"@Iamdaniel_sage @nelsonhands20 You can say anything against Arteta call him names that's ok but calling him fraud? If Arteta is fraud what's Erik Ten Hag?""""",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"Erik Ten Hag always Complaining """"",no-hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
"@UtdDistrict I will rather stick with Erik ten hag""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/iOc1xBoJGV""""",no-hate
"Erik ten Hag claims the best team did not win as he criticises VAR video: Erik ten Hag said 'football is not always the best team winning' after Manchester United's 2-1 defeat by West Ham. The home side were awarded a controversial late penalty that https://t.co/sY4jHIRNTJ https://t.co/0ZC1D1bzbV""""",no-hate
"@Ic3Evaa I need his family to starve his son and everyone associated with SEG put in the nastiest North Korean prison Kees Vos Brent di Cesare and Erik ten Hag executed in front of a roaring crowd.""""",no-hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
" WE'RE GOING LIVE! #MUFC DROP MORE POINTS! | Ten Hag Must Go! | VAR DISGRACE! | WEST HAM 2-1 MAN UNITED | Match Reaction Watch here: https://t.co/ZFsoqi8o0T â° Going live NOW! #WHUMNU #ManchesterUnited #ErikTenHag https://t.co/UgsdrxVVnE""""",hate
"I can't believe there are still sane individuals defending Erik ten hag""""",no-hate
"@thetalkerholic @UTDKara If you can't score goals Nothing to look for All manager wants to win That's why Erik ten hag love mac- tominay""""",no-hate
"@ESPNFC Erik ten Hag criticizes the controversial process that led to Bowen's stoppage-time winner! #ManUnited #WestHam #PL""""",no-hate
"ï¸ Erik ten Hag: In this moment definitely the luck is not on our side. It is not about me. Last season was not different but in the end we turned it around. We are so determined it will be the same again. We have to turn it around + we will. #MUFC #GGMU #tenhag #PremierLeague https://t.co/gnvBZXi2HU""""",no-hate
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"@ESPNFC Erik ten Hag criticized the decision-making process that led to West Ham's late winner emphasizing the need for clarity and consistency in officiating... """"",no-hate
"@UnitedStandMUFC I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
"Am I the only one who thinks that Erik Ten Hag isn't such a bad coach? United are up there for the most big chances created this season and we've been let down by poor finishing which is entirely on the players. He needs to go but the players have to take some criticism.""""",no-hate
"#ErikTenHag claims the best team did not win as he criticises VAR video https://t.co/K3nZLivOde""""",no-hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"@ESPNFC Erik ten Hag criticizes the controversial process that led to Bowen's stoppage-time winner! #ManUnited #WestHam #PL""""",no-hate
"@Mind_Marcel Nope hell no . Erik Ten Hag is the man we need patience as a fanbase . Klopp took 8 years to win the league Arteta took time also . Give him time""""",no-hate
" Erik ten Hag for @BBCRMsport after the loss to West Ham! ï¸ https://t.co/eBlHEIJEsC""""",no-hate
"Erik ten Hag has struggled to implement a consistent tactical vision and his team's lack of cohesion and frequent defensive lapses raise serious concerns about his managerial effectiveness.""""",no-hate
"So it is Xavi. Ooh my Erik ten Hag is gone! Ooh Manchester United https://t.co/i3CT6HGsED""""",hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
"We stand with Erik Ten Hag in these difficult times. #TenHagIn""""",no-hate
"Last season Raheem Sterling was wasting chances for Chelsea under Poch like it was running out of fashion Nicolas Jackson as well This season a managerial change has brought a semblance of a new dawn. Erik ten Hag apologists can continue deceiving themselves. https://t.co/nYkA6iGTnO""""",no-hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"Erik ten Hag: It was so difficult to see. Before the season there was the instruction about VAR only interfering in clear and obvious mistakes. That is definitely not a clear and obvious mistake from the on-field referee. #WHUMUN #MUFC https://t.co/rwJ2DkXckY""""",no-hate
"@wealth_united_ This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. https://t.co/I34xxMd8yz""""",no-hate
" Just Sack Erik Ten Hag? The Munde react to the West Ham loss and we talk about fans conspiracies about the managerial link with Xavi Hernandez. - https://t.co/Uox6FZcsBP https://t.co/t1OQTf5MMI""""",hate
"@UTDFondre W should sack Erik Ten Hag immediately.""""",hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
"Matches played: 9 Point: 11 Man United's 9/11 When you are a Former Manchester United fan Forever Ronaldo fan and Erik Ten hag hater then you can sleep well nowadays I'm sleeping well .... https://t.co/IUCb7hy7oD""""",no-hate
":Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . #MUFC""""",no-hate
"@MaritStensby I don't have an agenda against Erik ten Hag I just don't support him anymore. That is really unfair.""""",hate
" The players wasted chances this isn't on Erik Ten Hag Well maybe if he didn't bin off footballs greatest ever goalscorer for two strikers who can't score then maybe we would score more goals Everything is on Erik Ten Hag #ETHOUT #MUFC""""",hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"@UTDKara @ManUtd One day just one day you will regret ever wanting Erik Ten Hag to be sacked. Bookmark this tweet. You English lots are so unreasonable.""""",no-hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"@NoodleHairCR7 Let it sink in that Erik ten hag is playing favoritism in football""""",no-hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/Ak2NNHXfPN""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/iOc1xBoJGV""""",no-hate
"For those who somehow still have faith in Erik Ten Hag what exactly is the reasoning to why you keep faith with him? #MUFC https://t.co/sldXVeYMZt""""",no-hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"Last season Raheem Sterling was wasting chances for Chelsea under Poch like it was running out of fashion Nicolas Jackson as well This season a managerial change has brought a semblance of a new dawn. Erik ten Hag apologists can continue deceiving themselves. https://t.co/nYkA6iGTnO""""",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"The people that want Erik Ten Hag is sacked are the same set of people that put the Nigerian economy in a state of comatose. If Man united sack him how does he provide for his beautiful family? https://t.co/aEuv6Mhg0W""""",no-hate
"We've gone: W-D-L in the first 3 games of this run My feelings are already clear and with FOUR home games in a row now if Erik Ten Hag can't win ALL these games then he can have no excuses and he should lose his job. 4 wins from 14 games is simply unacceptable. #MUFC #WHUMUN""""",hate
